Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
221.29	0.63227	1161.4	0.00086102	88.729	89.273	0.56307	0.96804	1.9655	941.89	-0.12672	234.18	0.17129	0.015392	16.657	0.060036	394.12	432.07	2.1122	0.64274	0.93899	223.26	24.691	11.127	0.011544
221.73	0.64370	1159.8	0.00086220	89.574	90.129	0.56688	0.96744	1.9667	938.77	-0.12497	232.50	0.17075	0.015291	16.946	0.059010	394.23	432.22	2.1097	0.64403	0.94196	223.29	24.561	11.149	0.011584
222.15	0.65514	1158.2	0.00086338	90.408	90.974	0.57065	0.96686	1.9680	935.68	-0.12323	230.85	0.17022	0.015191	17.236	0.058019	394.35	432.36	2.1073	0.64531	0.94492	223.32	24.434	11.170	0.011625
222.58	0.66657	1156.7	0.00086454	91.232	91.808	0.57436	0.96628	1.9693	932.63	-0.12148	229.24	0.16970	0.015093	17.525	0.057060	394.46	432.49	2.1050	0.64658	0.94788	223.35	24.310	11.192	0.011665
222.99	0.67800	1155.1	0.00086569	92.045	92.632	0.57801	0.96572	1.9707	929.63	-0.11974	227.65	0.16918	0.014996	17.815	0.056133	394.57	432.63	2.1027	0.64784	0.95083	223.38	24.188	11.213	0.011705
223.40	0.68943	1153.6	0.00086684	92.849	93.447	0.58162	0.96517	1.9720	926.66	-0.11800	226.10	0.16867	0.014901	18.104	0.055235	394.67	432.76	2.1004	0.64909	0.95377	223.41	24.069	11.234	0.011744
223.81	0.70087	1152.1	0.00086798	93.643	94.252	0.58517	0.96462	1.9733	923.73	-0.11625	224.59	0.16817	0.014807	18.394	0.054365	394.78	432.88	2.0982	0.65033	0.95670	223.43	23.953	11.255	0.011784
224.21	0.71230	1150.6	0.00086911	94.428	95.047	0.58868	0.96408	1.9747	920.83	-0.11451	223.10	0.16768	0.014714	18.684	0.053522	394.88	433.00	2.0960	0.65156	0.95963	223.45	23.839	11.275	0.011823
224.61	0.72373	1149.1	0.00087023	95.204	95.834	0.59214	0.96356	1.9760	917.97	-0.11277	221.64	0.16719	0.014622	18.974	0.052705	394.98	433.13	2.0938	0.65279	0.96255	223.47	23.727	11.296	0.011861
225.00	0.73516	1147.7	0.00087134	95.972	96.612	0.59556	0.96304	1.9774	915.14	-0.11103	220.20	0.16670	0.014532	19.263	0.051912	395.08	433.24	2.0917	0.65400	0.96547	223.49	23.617	11.316	0.011900
225.39	0.74659	1146.2	0.00087244	96.730	97.382	0.59893	0.96253	1.9787	912.35	-0.10929	218.80	0.16622	0.014443	19.553	0.051142	395.17	433.36	2.0896	0.65521	0.96838	223.50	23.509	11.336	0.011938
225.77	0.75803	1144.8	0.00087354	97.481	98.143	0.60226	0.96203	1.9801	909.58	-0.10755	217.42	0.16575	0.014355	19.843	0.050395	395.27	433.47	2.0875	0.65641	0.97129	223.52	23.403	11.356	0.011976
226.15	0.76946	1143.3	0.00087463	98.223	98.896	0.60555	0.96154	1.9815	906.85	-0.10581	216.07	0.16529	0.014268	20.133	0.049669	395.36	433.58	2.0854	0.65760	0.97419	223.53	23.300	11.375	0.012014
226.53	0.78089	1141.9	0.00087571	98.958	99.642	0.60880	0.96105	1.9829	904.15	-0.10407	214.74	0.16483	0.014182	20.423	0.048964	395.45	433.68	2.0834	0.65879	0.97709	223.54	23.198	11.394	0.012052
226.90	0.79232	1140.5	0.00087679	99.685	100.38	0.61201	0.96057	1.9843	901.47	-0.10233	213.43	0.16437	0.014097	20.714	0.048278	395.54	433.79	2.0814	0.65996	0.97999	223.55	23.098	11.414	0.012089
227.27	0.80376	1139.1	0.00087786	100.40	101.11	0.61518	0.96010	1.9857	898.83	-0.10059	212.15	0.16392	0.014013	21.004	0.047610	395.62	433.89	2.0795	0.66113	0.98288	223.56	22.999	11.433	0.012127
