Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
299.08	6.5725	695.72	0.0014374	269.47	278.91	1.2617	1.0917	7.3726	260.45	2.4712	55.322	0.080580	0.00046135	254.83	0.0039242	365.21	391.00	1.6364	1.2117	9.7161	187.37	9.3308	20.219	0.050998
299.17	6.5863	694.17	0.0014406	269.85	279.34	1.2630	1.0941	7.4815	259.03	2.4945	55.117	0.080581	0.00045086	256.11	0.0039046	364.92	390.64	1.6350	1.2150	9.8971	187.18	9.3004	20.274	0.051414
299.26	6.6002	692.60	0.0014438	270.24	279.77	1.2644	1.0967	7.5947	257.60	2.5182	54.911	0.080587	0.00044041	257.41	0.0038848	364.63	390.27	1.6336	1.2183	10.085	186.99	9.2696	20.329	0.051841
299.35	6.6141	691.01	0.0014472	270.63	280.20	1.2658	1.0993	7.7124	256.15	2.5424	54.704	0.080597	0.00043002	258.73	0.0038651	364.33	389.89	1.6322	1.2217	10.281	186.79	9.2385	20.385	0.052278
299.44	6.6281	689.40	0.0014505	271.03	280.64	1.2672	1.1019	7.8349	254.70	2.5669	54.495	0.080614	0.00041967	260.06	0.0038452	364.02	389.51	1.6307	1.2252	10.484	186.60	9.2072	20.442	0.052727
299.54	6.6420	687.78	0.0014540	271.43	281.08	1.2686	1.1047	7.9624	253.24	2.5919	54.284	0.080635	0.00040938	261.42	0.0038253	363.72	389.13	1.6293	1.2287	10.696	186.40	9.1754	20.500	0.053186
299.63	6.6560	686.13	0.0014574	271.83	281.53	1.2700	1.1075	8.0953	251.77	2.6174	54.072	0.080663	0.00039914	262.79	0.0038053	363.41	388.73	1.6278	1.2323	10.918	186.19	9.1434	20.560	0.053659
299.72	6.6700	684.47	0.0014610	272.23	281.98	1.2714	1.1104	8.2339	250.28	2.6433	53.858	0.080697	0.00038895	264.19	0.0037852	363.09	388.34	1.6263	1.2359	11.148	185.99	9.1109	20.620	0.054143
299.81	6.6841	682.78	0.0014646	272.64	282.43	1.2729	1.1134	8.3786	248.79	2.6698	53.643	0.080737	0.00037882	265.60	0.0037651	362.77	387.93	1.6248	1.2397	11.389	185.78	9.0781	20.681	0.054641
299.90	6.6981	681.08	0.0014683	273.05	282.89	1.2743	1.1165	8.5297	247.28	2.6967	53.425	0.080784	0.00036874	267.04	0.0037448	362.44	387.52	1.6232	1.2435	11.641	185.56	9.0449	20.744	0.055153
299.99	6.7122	679.35	0.0014720	273.47	283.35	1.2758	1.1197	8.6879	245.76	2.7241	53.206	0.080838	0.00035871	268.49	0.0037245	362.11	387.11	1.6216	1.2474	11.904	185.34	9.0114	20.807	0.055680
300.09	6.7263	677.59	0.0014758	273.89	283.82	1.2773	1.1230	8.8534	244.23	2.7521	52.985	0.080900	0.00034874	269.97	0.0037041	361.77	386.68	1.6201	1.2514	12.180	185.12	8.9774	20.872	0.056222
300.18	6.7405	675.82	0.0014797	274.31	284.29	1.2788	1.1265	9.0270	242.69	2.7806	52.762	0.080969	0.00033883	271.48	0.0036836	361.42	386.25	1.6185	1.2555	12.470	184.89	8.9430	20.939	0.056781
300.27	6.7546	674.02	0.0014836	274.74	284.76	1.2803	1.1300	9.2091	241.13	2.8097	52.536	0.081047	0.00032898	273.00	0.0036629	361.07	385.82	1.6168	1.2597	12.774	184.66	8.9081	21.006	0.057357
300.36	6.7688	672.19	0.0014877	275.18	285.25	1.2818	1.1337	9.4003	239.55	2.8394	52.309	0.081134	0.00031919	274.56	0.0036422	360.72	385.37	1.6152	1.2640	13.093	184.42	8.8728	21.075	0.057951
300.45	6.7831	670.34	0.0014918	275.61	285.73	1.2834	1.1374	9.6015	237.97	2.8697	52.079	0.081230	0.00030946	276.14	0.0036214	360.36	384.92	1.6135	1.2684	13.429	184.18	8.8370	21.146	0.058565
300.55	6.7973	668.45	0.0014960	276.06	286.22	1.2849	1.1414	9.8134	236.36	2.9007	51.847	0.081336	0.00029979	277.75	0.0036004	359.99	384.46	1.6118	1.2729	13.783	183.93	8.8008	21.218	0.059199
300.64	6.8116	666.54	0.0015003	276.50	286.72	1.2865	1.1454	10.037	234.74	2.9323	51.613	0.081453	0.00029018	279.38	0.0035793	359.61	383.99	1.6101	1.2775	14.157	183.68	8.7640	21.291	0.059855
300.73	6.8259	664.60	0.0015047	276.96	287.23	1.2881	1.1497	10.273	233.11	2.9647	51.376	0.081581	0.00028064	281.05	0.0035581	359.23	383.51	1.6083	1.2823	14.552	183.41	8.7267	21.367	0.060535
300.82	6.8403	662.63	0.0015091	277.41	287.74	1.2898	1.1540	10.523	231.45	2.9977	51.136	0.081721	0.00027116	282.75	0.0035367	358.83	383.03	1.6065	1.2872	14.970	183.15	8.6888	21.444	0.061239
300.91	6.8546	660.62	0.0015137	277.88	288.26	1.2914	1.1586	10.787	229.78	3.0315	50.894	0.081874	0.00026175	284.48	0.0035152	358.43	382.53	1.6047	1.2922	15.414	182.87	8.6504	21.523	0.061970
301.00	6.8690	658.58	0.0015184	278.35	288.78	1.2931	1.1633	11.068	228.09	3.0662	50.648	0.082041	0.00025240	286.24	0.0034935	358.03	382.02	1.6028	1.2974	15.885	182.59	8.6113	21.603	0.062729
301.10	6.8834	656.51	0.0015232	278.83	289.31	1.2948	1.1683	11.367	226.37	3.1016	50.400	0.082222	0.00024313	288.04	0.0034717	357.61	381.51	1.6010	1.3028	16.386	182.30	8.5716	21.686	0.063518
301.19	6.8979	654.39	0.0015281	279.31	289.85	1.2965	1.1734	11.686	224.64	3.1380	50.148	0.082419	0.00023392	289.88	0.0034497	357.18	380.98	1.5990	1.3084	16.920	182.01	8.5312	21.771	0.064341
301.28	6.9124	652.24	0.0015332	279.80	290.40	1.2982	1.1788	12.026	222.88	3.1753	49.893	0.082633	0.00022479	291.76	0.0034274	356.75	380.44	1.5971	1.3141	17.491	181.70	8.4902	21.859	0.065198
301.37	6.9269	650.04	0.0015384	280.30	290.95	1.3000	1.1845	12.390	221.10	3.2135	49.634	0.082866	0.00021574	293.68	0.0034050	356.30	379.89	1.5951	1.3200	18.102	181.38	8.4483	21.949	0.066094
301.46	6.9414	647.80	0.0015437	280.80	291.52	1.3018	1.1904	12.780	219.29	3.2528	49.372	0.083118	0.00020676	295.65	0.0033824	355.84	379.32	1.5931	1.3262	18.758	181.06	8.4057	22.041	0.067031
301.56	6.9560	645.51	0.0015492	281.32	292.09	1.3036	1.1966	13.201	217.45	3.2932	49.106	0.083393	0.00019786	297.66	0.0033595	355.38	378.74	1.5910	1.3326	19.464	180.72	8.3623	22.136	0.068013
301.65	6.9706	643.17	0.0015548	281.84	292.67	1.3055	1.2031	13.655	215.58	3.3347	48.835	0.083691	0.00018904	299.72	0.0033364	354.89	378.15	1.5888	1.3393	20.225	180.37	8.3180	22.234	0.069044
301.74	6.9852	640.78	0.0015606	282.37	293.27	1.3074	1.2099	14.146	213.68	3.3775	48.560	0.084016	0.00018030	301.84	0.0033130	354.40	377.54	1.5867	1.3462	21.050	180.01	8.2728	22.335	0.070129
301.83	6.9999	638.33	0.0015666	282.91	293.88	1.3093	1.2172	14.679	211.74	3.4216	48.280	0.084369	0.00017165	304.01	0.0032894	353.89	376.92	1.5844	1.3534	21.944	179.63	8.2266	22.439	0.071273
301.92	7.0145	635.83	0.0015728	283.46	294.49	1.3113	1.2248	15.261	209.76	3.4670	47.995	0.084754	0.00016308	306.24	0.0032654	353.37	376.28	1.5822	1.3610	22.919	179.24	8.1793	22.547	0.072481
302.02	7.0293	633.25	0.0015791	284.02	295.12	1.3133	1.2329	15.897	207.74	3.5140	47.705	0.085175	0.00015461	308.54	0.0032411	352.84	375.62	1.5798	1.3689	23.984	178.84	8.1309	22.659	0.073761
302.11	7.0440	630.61	0.0015858	284.60	295.77	1.3153	1.2416	16.596	205.68	3.5626	47.408	0.085636	0.00014622	310.90	0.0032164	352.28	374.94	1.5774	1.3773	25.154	178.41	8.0813	22.774	0.075121
302.20	7.0588	627.90	0.0015926	285.19	296.43	1.3174	1.2508	17.368	203.57	3.6128	47.106	0.086141	0.00013794	313.34	0.0031914	351.71	374.24	1.5749	1.3860	26.444	177.96	8.0304	22.894	0.076570
302.29	7.0736	625.10	0.0015997	285.79	297.10	1.3196	1.2606	18.224	201.40	3.6650	46.796	0.086696	0.00012975	315.86	0.0031659	351.12	373.51	1.5724	1.3953	27.872	177.49	7.9782	23.019	0.078118
302.38	7.0884	622.22	0.0016071	286.40	297.80	1.3218	1.2711	19.180	199.17	3.7191	46.479	0.087308	0.00012167	318.47	0.0031400	350.51	372.76	1.5697	1.4051	29.463	177.00	7.9244	23.149	0.079780
302.47	7.1033	619.25	0.0016149	287.04	298.51	1.3241	1.2825	20.253	196.88	3.7754	46.154	0.087987	0.00011369	321.17	0.0031136	349.87	371.99	1.5670	1.4156	31.245	176.48	7.8689	23.285	0.081570
302.57	7.1182	616.17	0.0016229	287.69	299.24	1.3264	1.2948	21.466	194.52	3.8341	45.820	0.088741	0.00010583	323.98	0.0030866	349.21	371.18	1.5642	1.4267	33.253	175.92	7.8117	23.427	0.083506
302.66	7.1332	612.97	0.0016314	288.36	300.00	1.3289	1.3081	22.848	192.08	3.8953	45.477	0.089583	9.8081e-05	326.90	0.0030590	348.52	370.34	1.5613	1.4387	35.534	175.33	7.7526	23.577	0.085611
302.75	7.1481	609.65	0.0016403	289.05	300.78	1.3314	1.3227	24.435	189.55	3.9594	45.122	0.090530	9.0456e-05	329.95	0.0030308	347.80	369.47	1.5582	1.4516	38.145	174.70	7.6913	23.733	0.087913
302.84	7.1631	606.19	0.0016496	289.77	301.59	1.3339	1.3386	26.276	186.92	4.0266	44.756	0.091601	8.2959e-05	333.14	0.0030018	347.05	368.55	1.5551	1.4655	41.162	174.02	7.6277	23.899	0.090446
302.93	7.1782	602.57	0.0016596	290.51	302.43	1.3366	1.3563	28.436	184.18	4.0972	44.376	0.092821	7.5597e-05	336.48	0.0029719	346.26	367.59	1.5518	1.4807	44.683	173.28	7.5615	24.074	0.093254
303.03	7.1933	598.77	0.0016701	291.29	303.30	1.3394	1.3759	31.002	181.32	4.1716	43.981	0.094223	6.8377e-05	340.01	0.0029411	345.43	366.59	1.5483	1.4974	48.843	172.47	7.4923	24.260	0.096391
303.12	7.2084	594.77	0.0016813	292.10	304.22	1.3424	1.3979	34.095	178.32	4.2502	43.569	0.095852	6.1309e-05	343.74	0.0029092	344.55	365.52	1.5446	1.5159	53.827	171.59	7.4199	24.459	0.099932
303.21	7.2235	590.54	0.0016934	292.95	305.18	1.3455	1.4227	37.890	175.17	4.3336	43.137	0.097768	5.4402e-05	347.70	0.0028760	343.61	364.39	1.5407	1.5365	59.899	170.61	7.3438	24.673	0.10397
303.30	7.2387	586.03	0.0017064	293.85	306.20	1.3488	1.4511	42.643	171.83	4.4223	42.682	0.10006	4.7669e-05	351.94	0.0028414	342.61	363.18	1.5366	1.5597	67.442	169.51	7.2635	24.905	0.10865
303.39	7.2539	581.20	0.0017206	294.81	307.29	1.3523	1.4840	48.751	168.28	4.5170	42.200	0.10284	4.1124e-05	356.51	0.0028050	341.53	361.88	1.5322	1.5864	77.043	168.26	7.1782	25.157	0.11415
303.49	7.2692	575.97	0.0017362	295.83	308.45	1.3560	1.5225	56.851	164.48	4.6187	41.684	0.10630	3.4783e-05	361.48	0.0027664	340.36	360.47	1.5274	1.6175	89.636	166.82	7.0872	25.434	0.12076
303.58	7.2845	570.26	0.0017536	296.94	309.72	1.3601	1.5686	68.039	160.39	4.7283	41.129	0.11075	2.8669e-05	366.94	0.0027253	339.07	358.92	1.5222	1.6545	106.80	165.12	6.9893	25.744	0.12892
303.67	7.2998	563.93	0.0017733	298.16	311.11	1.3646	1.6250	84.350	155.94	4.8473	40.521	0.11667	2.2810e-05	373.04	0.0026807	337.63	357.20	1.5163	1.6998	131.45	163.07	6.8829	26.096	0.13936
303.76	7.3152	556.77	0.0017961	299.53	312.67	1.3696	1.6964	110.00	151.02	4.9773	39.845	0.12503	1.7243e-05	380.01	0.0026315	335.99	355.24	1.5098	1.7577	169.50	160.48	6.7658	26.504	0.15340
303.85	7.3307	548.41	0.0018234	301.11	314.47	1.3755	1.7914	155.25	145.47	5.1207	39.071	0.13784	1.2021e-05	388.23	0.0025758	334.06	352.95	1.5021	1.8362	235.08	157.06	6.6345	26.997	0.17378
303.94	7.3461	538.14	0.0018583	303.03	316.68	1.3826	1.9289	252.30	138.94	5.2815	38.141	0.16042	7.2295e-06	398.48	0.0025095	331.68	350.11	1.4926	1.9546	371.62	152.10	6.4823	27.626	0.20751
304.04	7.3617	523.96	0.0019085	305.67	319.72	1.3925	2.1691	572.04	130.33	5.4687	36.894	0.21446	3.0312e-06	412.92	0.0024218	328.35	346.18	1.4796	2.1805	802.85	143.43	6.2934	28.542	0.28195
304.13	7.3773	467.60	0.0021386	316.47	332.25	1.4336	undefined	undefined	undefined	5.8665	32.352	undefined	6.6596e-19	467.60	0.0021386	316.47	332.25	1.4336	undefined	undefined	undefined	5.8665	32.352	undefined
