Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
336.01	7.3783	164.00	0.0060976	426.52	471.51	1.8801	0.83945	1.6636	243.79	7.4723	19.355	0.028172	supercritical
336.16	7.3783	163.77	0.0061060	426.71	471.76	1.8808	0.83913	1.6603	243.94	7.4643	19.357	0.028161	supercritical
336.32	7.3783	163.55	0.0061145	426.90	472.02	1.8816	0.83881	1.6571	244.09	7.4564	19.359	0.028150	supercritical
336.47	7.3783	163.32	0.0061229	427.09	472.27	1.8823	0.83850	1.6540	244.24	7.4484	19.362	0.028139	supercritical
336.62	7.3783	163.10	0.0061312	427.29	472.52	1.8831	0.83819	1.6508	244.40	7.4404	19.364	0.028128	supercritical
336.78	7.3783	162.88	0.0061396	427.48	472.78	1.8838	0.83788	1.6477	244.55	7.4324	19.366	0.028117	supercritical
336.93	7.3783	162.66	0.0061480	427.67	473.03	1.8846	0.83758	1.6446	244.70	7.4245	19.369	0.028107	supercritical
337.08	7.3783	162.44	0.0061563	427.86	473.28	1.8853	0.83728	1.6415	244.85	7.4165	19.371	0.028096	supercritical
337.24	7.3783	162.22	0.0061646	428.05	473.53	1.8861	0.83698	1.6385	245.00	7.4086	19.373	0.028086	supercritical
337.39	7.3783	162.00	0.0061729	428.24	473.78	1.8868	0.83668	1.6355	245.14	7.4007	19.376	0.028076	supercritical
337.54	7.3783	161.78	0.0061812	428.43	474.03	1.8876	0.83639	1.6325	245.29	7.3927	19.378	0.028066	supercritical
337.70	7.3783	161.56	0.0061895	428.61	474.28	1.8883	0.83610	1.6295	245.44	7.3848	19.381	0.028056	supercritical
337.85	7.3783	161.35	0.0061977	428.80	474.53	1.8890	0.83581	1.6266	245.59	7.3769	19.383	0.028047	supercritical
338.00	7.3783	161.14	0.0062060	428.99	474.78	1.8898	0.83552	1.6237	245.74	7.3690	19.386	0.028037	supercritical
338.15	7.3783	160.92	0.0062142	429.18	475.03	1.8905	0.83524	1.6208	245.88	7.3611	19.388	0.028028	supercritical
338.31	7.3783	160.71	0.0062224	429.37	475.28	1.8912	0.83496	1.6179	246.03	7.3532	19.391	0.028019	supercritical
338.46	7.3783	160.50	0.0062306	429.55	475.52	1.8920	0.83468	1.6151	246.18	7.3453	19.394	0.028010	supercritical
338.61	7.3783	160.29	0.0062387	429.74	475.77	1.8927	0.83440	1.6123	246.32	7.3374	19.396	0.028001	supercritical
338.77	7.3783	160.08	0.0062469	429.93	476.02	1.8934	0.83413	1.6095	246.47	7.3295	19.399	0.027993	supercritical
338.92	7.3783	159.87	0.0062551	430.11	476.26	1.8942	0.83386	1.6067	246.62	7.3217	19.402	0.027984	supercritical
339.07	7.3783	159.66	0.0062632	430.30	476.51	1.8949	0.83359	1.6040	246.76	7.3138	19.404	0.027976	supercritical
339.23	7.3783	159.46	0.0062713	430.48	476.75	1.8956	0.83332	1.6012	246.91	7.3060	19.407	0.027967	supercritical
339.38	7.3783	159.25	0.0062794	430.67	477.00	1.8963	0.83306	1.5985	247.05	7.2981	19.410	0.027959	supercritical
339.53	7.3783	159.05	0.0062875	430.85	477.24	1.8970	0.83279	1.5958	247.20	7.2903	19.413	0.027951	supercritical
339.69	7.3783	158.84	0.0062956	431.04	477.49	1.8978	0.83253	1.5932	247.34	7.2825	19.415	0.027943	supercritical
339.84	7.3783	158.64	0.0063036	431.22	477.73	1.8985	0.83228	1.5905	247.48	7.2747	19.418	0.027936	supercritical
339.99	7.3783	158.44	0.0063117	431.41	477.97	1.8992	0.83202	1.5879	247.63	7.2669	19.421	0.027928	supercritical
340.14	7.3783	158.24	0.0063197	431.59	478.22	1.8999	0.83177	1.5853	247.77	7.2591	19.424	0.027921	supercritical
340.30	7.3783	158.03	0.0063277	431.77	478.46	1.9006	0.83152	1.5827	247.91	7.2513	19.427	0.027913	supercritical
340.45	7.3783	157.84	0.0063357	431.96	478.70	1.9013	0.83127	1.5802	248.06	7.2435	19.430	0.027906	supercritical
340.60	7.3783	157.64	0.0063437	432.14	478.94	1.9020	0.83102	1.5776	248.20	7.2357	19.433	0.027899	supercritical
340.76	7.3783	157.44	0.0063517	432.32	479.19	1.9027	0.83077	1.5751	248.34	7.2280	19.436	0.027892	supercritical
340.91	7.3783	157.24	0.0063596	432.50	479.43	1.9035	0.83053	1.5726	248.48	7.2202	19.439	0.027885	supercritical
341.06	7.3783	157.05	0.0063676	432.68	479.67	1.9042	0.83029	1.5701	248.62	7.2124	19.442	0.027879	supercritical
341.22	7.3783	156.85	0.0063755	432.87	479.91	1.9049	0.83005	1.5677	248.76	7.2047	19.445	0.027872	supercritical
341.37	7.3783	156.66	0.0063834	433.05	480.15	1.9056	0.82981	1.5652	248.90	7.1970	19.448	0.027866	supercritical
341.52	7.3783	156.46	0.0063914	433.23	480.39	1.9063	0.82958	1.5628	249.04	7.1892	19.451	0.027859	supercritical
341.68	7.3783	156.27	0.0063993	433.41	480.63	1.9070	0.82935	1.5604	249.18	7.1815	19.454	0.027853	supercritical
341.83	7.3783	156.08	0.0064071	433.59	480.86	1.9077	0.82912	1.5580	249.32	7.1738	19.457	0.027847	supercritical
341.98	7.3783	155.88	0.0064150	433.77	481.10	1.9084	0.82889	1.5557	249.46	7.1661	19.460	0.027841	supercritical
342.13	7.3783	155.69	0.0064229	433.95	481.34	1.9091	0.82866	1.5533	249.60	7.1584	19.464	0.027835	supercritical
342.29	7.3783	155.50	0.0064307	434.13	481.58	1.9098	0.82844	1.5510	249.74	7.1508	19.467	0.027829	supercritical
342.44	7.3783	155.32	0.0064385	434.31	481.82	1.9104	0.82821	1.5487	249.88	7.1431	19.470	0.027824	supercritical
342.59	7.3783	155.13	0.0064463	434.49	482.05	1.9111	0.82799	1.5464	250.02	7.1354	19.473	0.027818	supercritical
342.75	7.3783	154.94	0.0064541	434.67	482.29	1.9118	0.82777	1.5441	250.16	7.1278	19.477	0.027813	supercritical
342.90	7.3783	154.75	0.0064619	434.85	482.52	1.9125	0.82755	1.5418	250.29	7.1201	19.480	0.027808	supercritical
343.05	7.3783	154.57	0.0064697	435.02	482.76	1.9132	0.82734	1.5396	250.43	7.1125	19.483	0.027802	supercritical
343.21	7.3783	154.38	0.0064775	435.20	483.00	1.9139	0.82712	1.5373	250.57	7.1049	19.486	0.027797	supercritical
343.36	7.3783	154.20	0.0064852	435.38	483.23	1.9146	0.82691	1.5351	250.70	7.0972	19.490	0.027792	supercritical
343.51	7.3783	154.01	0.0064930	435.56	483.47	1.9153	0.82670	1.5329	250.84	7.0896	19.493	0.027787	supercritical
343.67	7.3783	153.83	0.0065007	435.74	483.70	1.9159	0.82649	1.5307	250.98	7.0820	19.497	0.027783	supercritical
343.82	7.3783	153.65	0.0065084	435.91	483.93	1.9166	0.82629	1.5286	251.11	7.0744	19.500	0.027778	supercritical
343.97	7.3783	153.47	0.0065161	436.09	484.17	1.9173	0.82608	1.5264	251.25	7.0669	19.503	0.027773	supercritical
344.12	7.3783	153.28	0.0065238	436.27	484.40	1.9180	0.82588	1.5243	251.38	7.0593	19.507	0.027769	supercritical
344.28	7.3783	153.10	0.0065315	436.44	484.64	1.9187	0.82568	1.5222	251.52	7.0517	19.510	0.027765	supercritical
344.43	7.3783	152.92	0.0065392	436.62	484.87	1.9193	0.82548	1.5201	251.66	7.0442	19.514	0.027760	supercritical
344.58	7.3783	152.75	0.0065469	436.80	485.10	1.9200	0.82528	1.5180	251.79	7.0366	19.517	0.027756	supercritical
344.74	7.3783	152.57	0.0065545	436.97	485.33	1.9207	0.82508	1.5159	251.92	7.0291	19.521	0.027752	supercritical
344.89	7.3783	152.39	0.0065621	437.15	485.56	1.9214	0.82489	1.5138	252.06	7.0216	19.524	0.027748	supercritical
345.04	7.3783	152.21	0.0065698	437.32	485.80	1.9220	0.82469	1.5118	252.19	7.0140	19.528	0.027744	supercritical
345.20	7.3783	152.04	0.0065774	437.50	486.03	1.9227	0.82450	1.5097	252.33	7.0065	19.531	0.027740	supercritical
345.35	7.3783	151.86	0.0065850	437.67	486.26	1.9234	0.82431	1.5077	252.46	6.9990	19.535	0.027737	supercritical
345.50	7.3783	151.69	0.0065926	437.85	486.49	1.9240	0.82412	1.5057	252.59	6.9915	19.539	0.027733	supercritical
345.66	7.3783	151.51	0.0066001	438.02	486.72	1.9247	0.82393	1.5037	252.73	6.9840	19.542	0.027730	supercritical
345.81	7.3783	151.34	0.0066077	438.20	486.95	1.9254	0.82375	1.5018	252.86	6.9766	19.546	0.027726	supercritical
345.96	7.3783	151.17	0.0066153	438.37	487.18	1.9260	0.82356	1.4998	252.99	6.9691	19.549	0.027723	supercritical
346.11	7.3783	150.99	0.0066228	438.54	487.41	1.9267	0.82338	1.4978	253.12	6.9617	19.553	0.027720	supercritical
346.27	7.3783	150.82	0.0066304	438.72	487.64	1.9274	0.82320	1.4959	253.25	6.9542	19.557	0.027716	supercritical
346.42	7.3783	150.65	0.0066379	438.89	487.87	1.9280	0.82302	1.4940	253.39	6.9468	19.561	0.027713	supercritical
346.57	7.3783	150.48	0.0066454	439.06	488.10	1.9287	0.82284	1.4921	253.52	6.9394	19.564	0.027710	supercritical
346.73	7.3783	150.31	0.0066529	439.24	488.32	1.9293	0.82267	1.4902	253.65	6.9319	19.568	0.027708	supercritical
346.88	7.3783	150.14	0.0066604	439.41	488.55	1.9300	0.82249	1.4883	253.78	6.9245	19.572	0.027705	supercritical
347.03	7.3783	149.97	0.0066679	439.58	488.78	1.9306	0.82232	1.4864	253.91	6.9171	19.575	0.027702	supercritical
347.19	7.3783	149.81	0.0066753	439.75	489.01	1.9313	0.82215	1.4846	254.04	6.9097	19.579	0.027699	supercritical
347.34	7.3783	149.64	0.0066828	439.93	489.23	1.9320	0.82198	1.4827	254.17	6.9024	19.583	0.027697	supercritical
347.49	7.3783	149.47	0.0066903	440.10	489.46	1.9326	0.82181	1.4809	254.30	6.8950	19.587	0.027694	supercritical
347.65	7.3783	149.31	0.0066977	440.27	489.69	1.9333	0.82164	1.4791	254.43	6.8876	19.591	0.027692	supercritical
347.80	7.3783	149.14	0.0067051	440.44	489.91	1.9339	0.82147	1.4773	254.56	6.8803	19.595	0.027690	supercritical
347.95	7.3783	148.97	0.0067125	440.61	490.14	1.9346	0.82131	1.4755	254.69	6.8729	19.598	0.027687	supercritical
348.10	7.3783	148.81	0.0067200	440.78	490.37	1.9352	0.82114	1.4737	254.82	6.8656	19.602	0.027685	supercritical
348.26	7.3783	148.65	0.0067274	440.95	490.59	1.9359	0.82098	1.4719	254.95	6.8583	19.606	0.027683	supercritical
348.41	7.3783	148.48	0.0067347	441.12	490.82	1.9365	0.82082	1.4701	255.08	6.8510	19.610	0.027681	supercritical
348.56	7.3783	148.32	0.0067421	441.30	491.04	1.9372	0.82066	1.4684	255.21	6.8437	19.614	0.027679	supercritical
348.72	7.3783	148.16	0.0067495	441.47	491.27	1.9378	0.82050	1.4666	255.33	6.8364	19.618	0.027677	supercritical
348.87	7.3783	148.00	0.0067569	441.64	491.49	1.9384	0.82034	1.4649	255.46	6.8291	19.622	0.027676	supercritical
349.02	7.3783	147.84	0.0067642	441.81	491.71	1.9391	0.82019	1.4632	255.59	6.8218	19.626	0.027674	supercritical
349.18	7.3783	147.68	0.0067715	441.98	491.94	1.9397	0.82003	1.4615	255.72	6.8145	19.630	0.027672	supercritical
349.33	7.3783	147.52	0.0067789	442.14	492.16	1.9404	0.81988	1.4598	255.84	6.8073	19.634	0.027671	supercritical
349.48	7.3783	147.36	0.0067862	442.31	492.38	1.9410	0.81973	1.4581	255.97	6.8000	19.638	0.027669	supercritical
349.64	7.3783	147.20	0.0067935	442.48	492.61	1.9416	0.81958	1.4564	256.10	6.7928	19.642	0.027668	supercritical
349.79	7.3783	147.04	0.0068008	442.65	492.83	1.9423	0.81943	1.4548	256.22	6.7856	19.646	0.027667	supercritical
349.94	7.3783	146.88	0.0068081	442.82	493.05	1.9429	0.81928	1.4531	256.35	6.7784	19.650	0.027665	supercritical
350.09	7.3783	146.73	0.0068154	442.99	493.28	1.9435	0.81913	1.4515	256.48	6.7711	19.654	0.027664	supercritical
350.25	7.3783	146.57	0.0068227	443.16	493.50	1.9442	0.81899	1.4499	256.60	6.7639	19.658	0.027663	supercritical
350.40	7.3783	146.41	0.0068299	443.33	493.72	1.9448	0.81884	1.4482	256.73	6.7568	19.662	0.027662	supercritical
350.55	7.3783	146.26	0.0068372	443.49	493.94	1.9454	0.81870	1.4466	256.85	6.7496	19.666	0.027661	supercritical
350.71	7.3783	146.10	0.0068444	443.66	494.16	1.9461	0.81856	1.4450	256.98	6.7424	19.670	0.027660	supercritical
350.86	7.3783	145.95	0.0068517	443.83	494.38	1.9467	0.81841	1.4434	257.10	6.7352	19.674	0.027659	supercritical
351.01	7.3783	145.80	0.0068589	444.00	494.60	1.9473	0.81827	1.4419	257.23	6.7281	19.678	0.027659	supercritical
351.17	7.3783	145.64	0.0068661	444.16	494.82	1.9480	0.81814	1.4403	257.35	6.7210	19.683	0.027658	supercritical
351.32	7.3783	145.49	0.0068733	444.33	495.05	1.9486	0.81800	1.4387	257.48	6.7138	19.687	0.027657	supercritical
351.47	7.3783	145.34	0.0068805	444.50	495.27	1.9492	0.81786	1.4372	257.60	6.7067	19.691	0.027657	supercritical
351.63	7.3783	145.19	0.0068877	444.67	495.49	1.9498	0.81773	1.4356	257.73	6.6996	19.695	0.027656	supercritical
351.78	7.3783	145.04	0.0068949	444.83	495.70	1.9505	0.81759	1.4341	257.85	6.6925	19.699	0.027656	supercritical
351.93	7.3783	144.88	0.0069020	445.00	495.92	1.9511	0.81746	1.4326	257.97	6.6854	19.703	0.027656	supercritical
352.08	7.3783	144.73	0.0069092	445.17	496.14	1.9517	0.81733	1.4311	258.10	6.6783	19.708	0.027655	supercritical
352.24	7.3783	144.58	0.0069164	445.33	496.36	1.9523	0.81720	1.4296	258.22	6.6712	19.712	0.027655	supercritical
352.39	7.3783	144.44	0.0069235	445.50	496.58	1.9530	0.81707	1.4281	258.34	6.6642	19.716	0.027655	supercritical
352.54	7.3783	144.29	0.0069307	445.66	496.80	1.9536	0.81694	1.4266	258.47	6.6571	19.720	0.027655	supercritical
352.70	7.3783	144.14	0.0069378	445.83	497.02	1.9542	0.81681	1.4251	258.59	6.6501	19.725	0.027655	supercritical
352.85	7.3783	143.99	0.0069449	445.99	497.24	1.9548	0.81668	1.4237	258.71	6.6430	19.729	0.027655	supercritical
353.00	7.3783	143.84	0.0069520	446.16	497.45	1.9554	0.81656	1.4222	258.84	6.6360	19.733	0.027655	supercritical
353.16	7.3783	143.70	0.0069591	446.33	497.67	1.9561	0.81643	1.4208	258.96	6.6290	19.738	0.027655	supercritical
353.31	7.3783	143.55	0.0069662	446.49	497.89	1.9567	0.81631	1.4193	259.08	6.6220	19.742	0.027655	supercritical
353.46	7.3783	143.40	0.0069733	446.65	498.11	1.9573	0.81619	1.4179	259.20	6.6150	19.746	0.027655	supercritical
353.62	7.3783	143.26	0.0069804	446.82	498.32	1.9579	0.81607	1.4165	259.32	6.6080	19.750	0.027656	supercritical
353.77	7.3783	143.11	0.0069874	446.98	498.54	1.9585	0.81595	1.4150	259.44	6.6010	19.755	0.027656	supercritical
353.92	7.3783	142.97	0.0069945	447.15	498.76	1.9591	0.81583	1.4136	259.57	6.5940	19.759	0.027656	supercritical
354.07	7.3783	142.83	0.0070016	447.31	498.97	1.9597	0.81571	1.4122	259.69	6.5871	19.764	0.027657	supercritical
354.23	7.3783	142.68	0.0070086	447.48	499.19	1.9603	0.81559	1.4109	259.81	6.5801	19.768	0.027657	supercritical
354.38	7.3783	142.54	0.0070156	447.64	499.40	1.9610	0.81548	1.4095	259.93	6.5732	19.772	0.027658	supercritical
354.53	7.3783	142.40	0.0070227	447.80	499.62	1.9616	0.81536	1.4081	260.05	6.5662	19.777	0.027659	supercritical
354.69	7.3783	142.25	0.0070297	447.97	499.84	1.9622	0.81525	1.4067	260.17	6.5593	19.781	0.027659	supercritical
354.84	7.3783	142.11	0.0070367	448.13	500.05	1.9628	0.81514	1.4054	260.29	6.5524	19.785	0.027660	supercritical
354.99	7.3783	141.97	0.0070437	448.30	500.27	1.9634	0.81502	1.4040	260.41	6.5455	19.790	0.027661	supercritical
355.15	7.3783	141.83	0.0070507	448.46	500.48	1.9640	0.81491	1.4027	260.53	6.5386	19.794	0.027662	supercritical
355.30	7.3783	141.69	0.0070577	448.62	500.70	1.9646	0.81480	1.4014	260.65	6.5317	19.799	0.027663	supercritical
355.45	7.3783	141.55	0.0070647	448.78	500.91	1.9652	0.81469	1.4000	260.77	6.5248	19.803	0.027664	supercritical
355.61	7.3783	141.41	0.0070716	448.95	501.12	1.9658	0.81458	1.3987	260.89	6.5180	19.808	0.027665	supercritical
355.76	7.3783	141.27	0.0070786	449.11	501.34	1.9664	0.81448	1.3974	261.00	6.5111	19.812	0.027666	supercritical
355.91	7.3783	141.13	0.0070856	449.27	501.55	1.9670	0.81437	1.3961	261.12	6.5043	19.817	0.027667	supercritical
356.07	7.3783	140.99	0.0070925	449.43	501.77	1.9676	0.81427	1.3948	261.24	6.4974	19.821	0.027668	supercritical
356.22	7.3783	140.86	0.0070995	449.60	501.98	1.9682	0.81416	1.3935	261.36	6.4906	19.826	0.027670	supercritical
356.37	7.3783	140.72	0.0071064	449.76	502.19	1.9688	0.81406	1.3922	261.48	6.4838	19.830	0.027671	supercritical
356.52	7.3783	140.58	0.0071133	449.92	502.41	1.9694	0.81395	1.3910	261.60	6.4770	19.835	0.027672	supercritical
356.68	7.3783	140.44	0.0071202	450.08	502.62	1.9700	0.81385	1.3897	261.71	6.4702	19.839	0.027674	supercritical
356.83	7.3783	140.31	0.0071271	450.24	502.83	1.9706	0.81375	1.3884	261.83	6.4634	19.844	0.027675	supercritical
356.98	7.3783	140.17	0.0071341	450.41	503.04	1.9712	0.81365	1.3872	261.95	6.4566	19.848	0.027677	supercritical
357.14	7.3783	140.04	0.0071409	450.57	503.26	1.9718	0.81355	1.3859	262.07	6.4498	19.853	0.027678	supercritical
357.29	7.3783	139.90	0.0071478	450.73	503.47	1.9724	0.81345	1.3847	262.18	6.4431	19.857	0.027680	supercritical
357.44	7.3783	139.77	0.0071547	450.89	503.68	1.9730	0.81336	1.3835	262.30	6.4363	19.862	0.027681	supercritical
357.60	7.3783	139.63	0.0071616	451.05	503.89	1.9736	0.81326	1.3823	262.42	6.4296	19.867	0.027683	supercritical
357.75	7.3783	139.50	0.0071685	451.21	504.10	1.9741	0.81316	1.3810	262.53	6.4228	19.871	0.027685	supercritical
357.90	7.3783	139.37	0.0071753	451.37	504.31	1.9747	0.81307	1.3798	262.65	6.4161	19.876	0.027687	supercritical
358.06	7.3783	139.23	0.0071822	451.53	504.52	1.9753	0.81298	1.3786	262.77	6.4094	19.880	0.027689	supercritical
358.21	7.3783	139.10	0.0071890	451.69	504.74	1.9759	0.81288	1.3774	262.88	6.4027	19.885	0.027690	supercritical
358.36	7.3783	138.97	0.0071959	451.85	504.95	1.9765	0.81279	1.3762	263.00	6.3960	19.890	0.027692	supercritical
358.51	7.3783	138.84	0.0072027	452.01	505.16	1.9771	0.81270	1.3751	263.12	6.3893	19.894	0.027694	supercritical
358.67	7.3783	138.71	0.0072095	452.17	505.37	1.9777	0.81261	1.3739	263.23	6.3826	19.899	0.027696	supercritical
358.82	7.3783	138.57	0.0072163	452.33	505.58	1.9783	0.81252	1.3727	263.35	6.3760	19.904	0.027698	supercritical
358.97	7.3783	138.44	0.0072231	452.49	505.79	1.9788	0.81243	1.3715	263.46	6.3693	19.908	0.027701	supercritical
359.13	7.3783	138.31	0.0072299	452.65	506.00	1.9794	0.81234	1.3704	263.58	6.3627	19.913	0.027703	supercritical
359.28	7.3783	138.18	0.0072367	452.81	506.21	1.9800	0.81225	1.3692	263.69	6.3560	19.918	0.027705	supercritical
359.43	7.3783	138.05	0.0072435	452.97	506.42	1.9806	0.81217	1.3681	263.81	6.3494	19.922	0.027707	supercritical
359.59	7.3783	137.93	0.0072503	453.13	506.63	1.9812	0.81208	1.3670	263.92	6.3428	19.927	0.027710	supercritical
359.74	7.3783	137.80	0.0072571	453.29	506.84	1.9818	0.81200	1.3658	264.04	6.3361	19.932	0.027712	supercritical
359.89	7.3783	137.67	0.0072638	453.45	507.04	1.9823	0.81191	1.3647	264.15	6.3295	19.937	0.027714	supercritical
360.05	7.3783	137.54	0.0072706	453.61	507.25	1.9829	0.81183	1.3636	264.26	6.3229	19.941	0.027717	supercritical
360.20	7.3783	137.41	0.0072774	453.77	507.46	1.9835	0.81175	1.3625	264.38	6.3164	19.946	0.027719	supercritical
360.35	7.3783	137.29	0.0072841	453.93	507.67	1.9841	0.81166	1.3614	264.49	6.3098	19.951	0.027722	supercritical
360.50	7.3783	137.16	0.0072908	454.08	507.88	1.9847	0.81158	1.3603	264.61	6.3032	19.955	0.027724	supercritical
360.66	7.3783	137.03	0.0072976	454.24	508.09	1.9852	0.81150	1.3592	264.72	6.2967	19.960	0.027727	supercritical
360.81	7.3783	136.91	0.0073043	454.40	508.29	1.9858	0.81142	1.3581	264.83	6.2901	19.965	0.027730	supercritical
360.96	7.3783	136.78	0.0073110	454.56	508.50	1.9864	0.81134	1.3570	264.95	6.2836	19.970	0.027732	supercritical
361.12	7.3783	136.65	0.0073177	454.72	508.71	1.9870	0.81127	1.3559	265.06	6.2770	19.975	0.027735	supercritical
361.27	7.3783	136.53	0.0073244	454.88	508.92	1.9875	0.81119	1.3548	265.17	6.2705	19.979	0.027738	supercritical
361.42	7.3783	136.40	0.0073311	455.03	509.13	1.9881	0.81111	1.3538	265.29	6.2640	19.984	0.027741	supercritical
361.58	7.3783	136.28	0.0073378	455.19	509.33	1.9887	0.81104	1.3527	265.40	6.2575	19.989	0.027743	supercritical
361.73	7.3783	136.16	0.0073445	455.35	509.54	1.9893	0.81096	1.3517	265.51	6.2510	19.994	0.027746	supercritical
361.88	7.3783	136.03	0.0073512	455.51	509.75	1.9898	0.81089	1.3506	265.62	6.2445	19.999	0.027749	supercritical
362.04	7.3783	135.91	0.0073579	455.66	509.95	1.9904	0.81081	1.3496	265.74	6.2381	20.003	0.027752	supercritical
362.19	7.3783	135.79	0.0073645	455.82	510.16	1.9910	0.81074	1.3485	265.85	6.2316	20.008	0.027755	supercritical
362.34	7.3783	135.66	0.0073712	455.98	510.37	1.9915	0.81067	1.3475	265.96	6.2251	20.013	0.027758	supercritical
362.49	7.3783	135.54	0.0073779	456.14	510.57	1.9921	0.81060	1.3465	266.07	6.2187	20.018	0.027761	supercritical
362.65	7.3783	135.42	0.0073845	456.29	510.78	1.9927	0.81053	1.3455	266.18	6.2122	20.023	0.027764	supercritical
362.80	7.3783	135.30	0.0073912	456.45	510.98	1.9932	0.81046	1.3444	266.29	6.2058	20.028	0.027768	supercritical
362.95	7.3783	135.18	0.0073978	456.61	511.19	1.9938	0.81039	1.3434	266.41	6.1994	20.032	0.027771	supercritical
363.11	7.3783	135.05	0.0074044	456.76	511.40	1.9944	0.81032	1.3424	266.52	6.1930	20.037	0.027774	supercritical
363.26	7.3783	134.93	0.0074110	456.92	511.60	1.9949	0.81025	1.3414	266.63	6.1866	20.042	0.027777	supercritical
363.41	7.3783	134.81	0.0074177	457.08	511.81	1.9955	0.81018	1.3404	266.74	6.1802	20.047	0.027781	supercritical
363.57	7.3783	134.69	0.0074243	457.23	512.01	1.9961	0.81012	1.3394	266.85	6.1738	20.052	0.027784	supercritical
363.72	7.3783	134.57	0.0074309	457.39	512.22	1.9966	0.81005	1.3384	266.96	6.1674	20.057	0.027787	supercritical
363.87	7.3783	134.45	0.0074375	457.54	512.42	1.9972	0.80998	1.3375	267.07	6.1611	20.062	0.027791	supercritical
364.03	7.3783	134.34	0.0074441	457.70	512.63	1.9978	0.80992	1.3365	267.18	6.1547	20.067	0.027794	supercritical
364.18	7.3783	134.22	0.0074507	457.86	512.83	1.9983	0.80986	1.3355	267.29	6.1484	20.072	0.027798	supercritical
364.33	7.3783	134.10	0.0074572	458.01	513.03	1.9989	0.80979	1.3346	267.40	6.1420	20.077	0.027801	supercritical
364.48	7.3783	133.98	0.0074638	458.17	513.24	1.9994	0.80973	1.3336	267.51	6.1357	20.082	0.027805	supercritical
364.64	7.3783	133.86	0.0074704	458.32	513.44	2.0000	0.80967	1.3326	267.62	6.1294	20.086	0.027809	supercritical
364.79	7.3783	133.74	0.0074769	458.48	513.65	2.0006	0.80961	1.3317	267.73	6.1230	20.091	0.027812	supercritical
364.94	7.3783	133.63	0.0074835	458.63	513.85	2.0011	0.80955	1.3307	267.84	6.1167	20.096	0.027816	supercritical
365.10	7.3783	133.51	0.0074900	458.79	514.05	2.0017	0.80949	1.3298	267.95	6.1104	20.101	0.027820	supercritical
365.25	7.3783	133.39	0.0074966	458.95	514.26	2.0022	0.80943	1.3289	268.06	6.1042	20.106	0.027823	supercritical
365.40	7.3783	133.28	0.0075031	459.10	514.46	2.0028	0.80937	1.3279	268.17	6.0979	20.111	0.027827	supercritical
365.56	7.3783	133.16	0.0075097	459.26	514.66	2.0034	0.80931	1.3270	268.28	6.0916	20.116	0.027831	supercritical
365.71	7.3783	133.05	0.0075162	459.41	514.87	2.0039	0.80925	1.3261	268.38	6.0854	20.121	0.027835	supercritical
365.86	7.3783	132.93	0.0075227	459.57	515.07	2.0045	0.80920	1.3252	268.49	6.0791	20.126	0.027839	supercritical
366.02	7.3783	132.82	0.0075292	459.72	515.27	2.0050	0.80914	1.3243	268.60	6.0729	20.131	0.027843	supercritical
366.17	7.3783	132.70	0.0075357	459.87	515.48	2.0056	0.80908	1.3234	268.71	6.0666	20.136	0.027846	supercritical
366.32	7.3783	132.59	0.0075422	460.03	515.68	2.0061	0.80903	1.3225	268.82	6.0604	20.141	0.027850	supercritical
366.47	7.3783	132.47	0.0075487	460.18	515.88	2.0067	0.80897	1.3216	268.93	6.0542	20.146	0.027854	supercritical
366.63	7.3783	132.36	0.0075552	460.34	516.08	2.0072	0.80892	1.3207	269.03	6.0480	20.151	0.027859	supercritical
366.78	7.3783	132.25	0.0075617	460.49	516.28	2.0078	0.80887	1.3198	269.14	6.0418	20.156	0.027863	supercritical
366.93	7.3783	132.13	0.0075682	460.65	516.49	2.0083	0.80881	1.3189	269.25	6.0356	20.161	0.027867	supercritical
367.09	7.3783	132.02	0.0075747	460.80	516.69	2.0089	0.80876	1.3180	269.36	6.0294	20.166	0.027871	supercritical
367.24	7.3783	131.91	0.0075811	460.95	516.89	2.0094	0.80871	1.3171	269.46	6.0232	20.171	0.027875	supercritical
367.39	7.3783	131.79	0.0075876	461.11	517.09	2.0100	0.80866	1.3163	269.57	6.0171	20.177	0.027879	supercritical
367.55	7.3783	131.68	0.0075941	461.26	517.29	2.0105	0.80861	1.3154	269.68	6.0109	20.182	0.027884	supercritical
367.70	7.3783	131.57	0.0076005	461.42	517.49	2.0111	0.80856	1.3145	269.79	6.0048	20.187	0.027888	supercritical
367.85	7.3783	131.46	0.0076070	461.57	517.70	2.0116	0.80851	1.3137	269.89	5.9986	20.192	0.027892	supercritical
368.01	7.3783	131.35	0.0076134	461.72	517.90	2.0122	0.80846	1.3128	270.00	5.9925	20.197	0.027896	supercritical
368.16	7.3783	131.24	0.0076198	461.88	518.10	2.0127	0.80841	1.3120	270.11	5.9864	20.202	0.027901	supercritical
368.31	7.3783	131.13	0.0076263	462.03	518.30	2.0133	0.80837	1.3111	270.21	5.9803	20.207	0.027905	supercritical
